site,NO2_RMSE,NO2_R2,NO2_RIA,O3_RMSE,O3_R2,O3_RIA
1,6.749510878602014,0.9433699357951262,0.9850285022761773,10.999237161739826,0.8784093281015495,0.9686036392278926
2,6.135868441179685,0.9370153147641715,0.9832391664844952,9.343496017260543,0.9038456537617353,0.9753105272045615
3,8.4414133575604,0.9445259815945803,0.985336115903927,13.633243333946782,0.8863114116017157,0.9710733680124857
4,7.149004945968398,0.9082011231118461,0.9749936822714755,10.439220637651315,0.9180014965370746,0.9791063595043871
5,7.648205251901999,0.9512331159024191,0.9872250562222865,10.897223693410181,0.8814560250735873,0.9692335465923554
6,5.491947959624749,0.9106739955418661,0.9757882518230523,10.911718349500378,0.822505428754444,0.9535668248268779
7,6.836503501404572,0.9168181557661597,0.9774068879937552,12.650959694088277,0.8819820408133426,0.969716221331168
